Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
olm_intro_newt_intro_89eb7c84	n	Come, come, warm yourself in the living room. Olm isn't the biggest one for niceties, but I absolutely *insisted* that he install a fireplace. Firewood's over there, here's a poker. Enjoy!	game/script/intro.rpy	494	n "[what]"
olm_intro_newt_intro_ac0645e1		Before you get the chance to interrupt, Newt practically flies across the room. She knocks on another door, and opens it. Just before entering, she turns back to you:	game/script/intro.rpy	496	"[what]"
olm_intro_newt_intro_419b2d8a	n	I'll be quick, Darl. I'll let Olm know you're waiting.	game/script/intro.rpy	498	n "[what]"
olm_intro_newt_intro_735974cc		Newt exits the chamber, and waves you in.	game/script/intro.rpy	501	"[what]"
olm_intro_newt_intro_d7e5ad88		It's dark. Your eyes adjust to the cave.	game/script/intro.rpy	503	"[what]"
olm_intro_newt_intro_d658aca4	o	Hello.	game/script/intro.rpy	507	o "[what]"
olm_intro_newt_intro_6c31b367	o	Now, why is an outsider to the kingdom inside my innermost chamber...?	game/script/intro.rpy	509	o "[what]"
olm_intro_newt_intro_78a9f3ef	o	Yes, yes. Newt let you in. I don't know why she did that. But please, make it quick. I have many more important things to tend to than... whatever this is.	game/script/intro.rpy	511	o "[what]"
olm_intro_newt_intro_0fd49b9e		Olm gestures in your general direction.	game/script/intro.rpy	513	"[what]"
olm_mining_be8bbf90	o	Oh? The mining exports are of low-quality? That's unfortunate, isn't it?	game/script/olm.rpy	2	o "[what]"
olm_mining_36b45d36	o	The reality of the situation is, that ore is still the greatest quality available. We can't exactly mine pure steel out of the ground. The vein gives eventually.	game/script/olm.rpy	4	o "[what]"
olm_mining_bc609109	o	No. No, there is nothing to talk about here. Neither I nor the Queen have the agency to change the simple fact that there is not enough. I propose that you simply go back to her, and let her be a bit sad for a bit. I'm certain she'll get over it.	game/script/olm.rpy	6	o "[what]"
olm_mining_e07982b2	o	If you can't handle that, I *can* offer a work around.	game/script/olm.rpy	8	o "[what]"
olm_mining_9c8ab93d	o	Herzog's territory is relatively rich in mineral wealth. However, the fool has declined every opportunity to exploit it. I propose this:	game/script/olm.rpy	10	o "[what]"
olm_mining_ec97b796		Olm procures a small sphere, split in two halves, and rolls it to you.	game/script/olm.rpy	12	"[what]"
olm_mining_7b5f1336	o	This is a 'dowsing' drone. All you have to do is spin the two halves against each other to activate it in Herzog's territory. It will do the rest.	game/script/olm.rpy	14	o "[what]"
olm_mining_ef4ec854	o	If you can do this for me, I can promise the Queen that the ores she receives will be of renewed high quality within the next two weeks.	game/script/olm.rpy	16	o "[what]"
olm_deal_db69aeac	o	That is not acceptable. Try harder.	game/script/olm.rpy	19	o "[what]" nointeract
olm_deal_4bc93476	o	You are dreaming. Please wake up.	game/script/olm.rpy	21	o "[what]"
olm_deal_5b91c592		blah	game/script/olm.rpy	23	"[what]"
olm_deal_5b91c592_1		blah	game/script/olm.rpy	25	"[what]"
sys_greeting_noun_474bfe45		Your sentence is:	game/script/sys_greeting.rpy	114	"[what]"
activity_8319b538		You train with Duke Herzog.	game/script/sys_travel.rpy	71	"[what]"
activity_400df253		You learn about psychology with Queen Axolotl.	game/script/sys_travel.rpy	74	"[what]"
activity_3e71264f		You tinker with technology with Baron Olm.	game/script/sys_travel.rpy	77	"[what]"
activity_daffc17d		You mingle with high society with countess newt.	game/script/sys_travel.rpy	80	"[what]"
activity_e7f09967		You live astetically with the Great Council of Toads.	game/script/sys_travel.rpy	83	"[what]"
axolotl_5b91c592		blah	game/script/sys_travel.rpy	105	"[what]"
frog_5b91c592		blah	game/script/sys_travel.rpy	111	"[what]"
frog_5b91c592_1		blah	game/script/sys_travel.rpy	113	"[what]"
olm_5b91c592		blah	game/script/sys_travel.rpy	119	"[what]"
olm_5b91c592_1		blah	game/script/sys_travel.rpy	121	"[what]"
